Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
117,2:05:10,Samuel Kamau Wanjiru,KEN,10 NOV 1986,1,London (GBR),26 APR 2009,Men,Marathon
118,2:20:59,Agnes Jeruto Barsosio,KEN,05 AUG 1982,2,Paris (FRA),09 APR 2017,Women,Marathon
118,2:20:59,Shure Demise,ETH,21 JAN 1996,4,Dubai (UAE),23 JAN 2015,Women,Marathon
118,2:05:11,Mo Farah,GBR,23 MAR 1983,1,"Chicago, IL (USA)",07 OCT 2018,Men,Marathon
118,2:20:59,Vibian Chepkurui,KEN,05 JUN 1994,1,Wien (AUT),24 APR 2022,Women,Marathon
119,2:05:12,Othmane El Goumri,MAR,28 MAY 1992,2,Barcelona (ESP),19 MAR 2023,Men,Marathon
119,2:05:12,Filex Malewa Chemongesi,UGA,19 AUG 1993,3,Toronto (CAN),20 OCT 2019,Men,Marathon
119,2:05:12,Adeledelew Mamo,ETH,1999,2,Sevilla (ESP),20 FEB 2022,Men,Marathon
121,2:21:01,Majida Maayouf,MAR,27 APR 1989,10,Valencia (ESP),04 DEC 2022,Women,Marathon
121,2:21:01,Meselech Melkamu,ETH,19 APR 1985,1,Frankfurt (GER),28 OCT 2012,Women,Marathon
122,2:05:13,Vincent Kipruto,KEN,13 SEP 1987,3,Rotterdam (NED),11 APR 2010,Men,Marathon
122,2:05:13,Nobert Kigen,KEN,24 JAN 1993,2,Amsterdam (NED),15 OCT 2017,Men,Marathon
122,2:05:13,Wilson Loyanae Erupe,KEN,20 NOV 1988,1,Seoul (KOR),20 MAR 2016,Men,Marathon
123,2:21:03,Besu Sado,ETH,12 JAN 1996,4,Amsterdam (NED),20 OCT 2019,Women,Marathon
123,2:21:03,Ruth Chebitok,KEN,26 DEC 1990,2,Wien (AUT),24 APR 2022,Women,Marathon
125,2:05:15,Martin Kiptolo Lel,KEN,29 OCT 1978,1,London (GBR),13 APR 2008,Men,Marathon
125,2:21:05,Zinah Senbeta,ETH,30 SEP 1998,1,Ljubljana (SLO),22 OCT 2023,Women,Marathon
126,2:05:16,Levi Omari Matebo,KEN,03 NOV 1989,2,Frankfurt (GER),30 OCT 2011,Men,Marathon
126,2:21:06,Ingrid Kristiansen,NOR,21 MAR 1956,1,London (GBR),21 APR 1985,Women,Marathon
127,2:05:18,Shifera Tamru,ETH,01 OCT 1998,5,Dubai (UAE),25 JAN 2019,Men,Marathon
127,2:21:08,Siranesh Yirga,ETH,11 SEP 2000,1,Ljubljana (SLO),23 OCT 2022,Women,Marathon
128,2:05:19,Kebede Tulu,ETH,15 SEP 1996,2,Sevilla (ESP),19 FEB 2023,Men,Marathon
128,2:05:19,Philemon Kacheran Lokedi,KEN,04 JUL 1992,3,Valencia (ESP),05 DEC 2021,Men,Marathon
128,2:21:09,Meseret Hailu Debele,ETH,12 SEP 1990,1,Amsterdam (NED),21 OCT 2012,Women,Marathon
128,2:05:19,Joel Kemboi Kimurer,KEN,21 JAN 1988,7,Milano (ITA),16 MAY 2021,Men,Marathon
129,2:21:14,Shalane Flanagan,USA,08 JUL 1981,3,Berlin (GER),28 SEP 2014,Women,Marathon
130,2:21:17,Eunice Jepkirui Kirwa,BRN,20 MAY 1984,1,Nagoya (JPN),12 MAR 2017,Women,Marathon
130,2:21:17,Yeshi Kalayu Chekole,ETH,12 JUL 1997,3,Sevilla (ESP),20 FEB 2022,Women,Marathon
131,2:05:20,Daniel Kibet,KEN,17 MAY 1996,2,Milano (ITA),03 APR 2022,Men,Marathon
131,2:05:20,Lemi Dumecha,ETH,12 SEP 1995,2,Dubai (UAE),07 JAN 2024,Men,Marathon
131,2:05:20,Okubay Tsegay,ERI,01 JAN 1986,12,Berlin (GER),24 SEP 2023,Men,Marathon
131,2:05:20,Moses Kibet,KEN,04 FEB 1997,6,Amsterdam (NED),17 OCT 2021,Men,Marathon
132,2:21:18,Yuka Ando,JPN,16 MAR 1994,1,Nagoya (JPN),10 MAR 2024,Women,Marathon
133,2:21:21,Joan Benoit-Samuelson,USA,16 MAY 1957,1,"Chicago, IL (USA)",20 OCT 1985,Women,Marathon
134,2:21:22,Philomena Cheyech,KEN,05 JUL 1982,3,Paris (FRA),09 APR 2017,Women,Marathon
134,2:21:22,Gebeyanesh Ayele,ETH,01 MAY 1995,4,Amsterdam (NED),17 OCT 2021,Women,Marathon
134,2:21:22,Mimi Belete,BRN,09 JUN 1988,5,Amsterdam (NED),20 OCT 2019,Women,Marathon
135,2:05:21,Daniel Kinyua,KEN,25 MAY 1992,1,Amsterdam (NED),16 OCT 2016,Men,Marathon
135,2:05:21,Eliud Kiptanui,KEN,06 JUN 1989,2,Berlin (GER),27 SEP 2015,Men,Marathon
137,2:21:26,Bornes Chepkirui,KEN,23 NOV 1986,1,Ljubljana (SLO),27 OCT 2019,Women,Marathon
137,2:05:22,Afewerki Berhane,ERI,06 MAY 1996,7,Amsterdam (NED),17 OCT 2021,Men,Marathon
138,2:21:27,Helah Jelagat Kiprop,KEN,07 APR 1985,1,Tokyo (JPN),28 FEB 2016,Women,Marathon
138,2:05:25,Albert Kiplagat Matebor,KEN,25 DEC 1980,3,Frankfurt (GER),30 OCT 2011,Men,Marathon
138,2:21:27,Sultan Haydar,TUR,23 JUN 1987,6,Valencia (ESP),03 DEC 2023,Women,Marathon
138,2:21:27,Jackline Sakilu,TAN,28 DEC 1986,1,Chongqing (CHN),24 MAR 2024,Women,Marathon
138,2:05:25,Bazu Worku Hayla,ETH,15 SEP 1990,3,Berlin (GER),26 SEP 2010,Men,Marathon
140,2:05:26,El Mahjoub Dazza,MAR,03 MAR 1991,6,Valencia (ESP),02 DEC 2018,Men,Marathon
140,2:05:26,Abraham Kiptum,KEN,15 SEP 1989,3,Amsterdam (NED),15 OCT 2017,Men,Marathon
141,2:21:29,Lyudmila Petrova,RUS,07 OCT 1968,2,London (GBR),23 APR 2006,Women,Marathon
142,2:05:27,Wilson Kwambai Chebet,KEN,12 JUL 1985,1,Rotterdam (NED),10 APR 2011,Men,Marathon
142,2:21:30,Lydia Cheromei,KEN,11 MAY 1977,6,Dubai (UAE),27 JAN 2012,Women,Marathon
142,2:21:30,Constantina Dita-Tomescu,ROU,23 JAN 1970,2,"Chicago, IL (USA)",09 OCT 2005,Women,Marathon
142,2:05:27,Jaouad Gharib,MAR,22 MAY 1972,3,London (GBR),26 APR 2009,Men,Marathon
142,2:05:27,Tilahun Regassa,ETH,18 JAN 1990,3,"Chicago, IL (USA)",07 OCT 2012,Men,Marathon
144,2:21:31,Svetlana Zakharova,RUS,15 SEP 1970,4,"Chicago, IL (USA)",13 OCT 2002,Women,Marathon
144,2:21:31,Askale Magarsa Tafa,ETH,27 SEP 1984,2,Berlin (GER),28 SEP 2008,Women,Marathon
145,2:05:28,Betesfa Getahun,ETH,25 SEP 1998,4,Amsterdam (NED),20 OCT 2019,Men,Marathon
145,2:05:28,Goitom Kifle,ERI,03 DEC 1993,6,Valencia (ESP),05 DEC 2021,Men,Marathon
146,2:21:32,Bedatu Hirpa,ETH,28 APR 1999,3,Frankfurt (GER),28 OCT 2018,Women,Marathon
146,2:21:32,Fikrte Wereta,ETH,21 SEP 2000,1,Seoul (KOR),17 MAR 2024,Women,Marathon
147,2:05:29,Milkesa Mengesha,ETH,16 APR 2000,7,Valencia (ESP),04 DEC 2022,Men,Marathon
147,2:05:29,Suguru Osako,JPN,23 MAY 1991,4,Tokyo (JPN),01 MAR 2020,Men,Marathon
148,2:21:33,Shitaye Eshete,BRN,21 MAY 1990,2,Ljubljana (SLO),27 OCT 2019,Women,Marathon
148,2:21:33,Ayuko Suzuki,JPN,08 OCT 1991,3,Nagoya (JPN),10 MAR 2024,Women,Marathon
149,2:05:30,Haymanot Alew,ETH,11 NOV 1997,2,Hamburg (GER),28 APR 2024,Men,Marathon
149,2:05:30,Abderrahim Goumri,MAR,21 MAY 1976,3,London (GBR),13 APR 2008,Men,Marathon
150,2:21:34,Gete Wami,ETH,11 DEC 1974,1,Berlin (GER),24 SEP 2006,Women,Marathon
150,2:21:34,Sinead Diver,AUS,17 FEB 1977,12,Valencia (ESP),04 DEC 2022,Women,Marathon
150,2:21:34,Bruktayit Eshetu,ETH,29 SEP 1990,11,Valencia (ESP),04 DEC 2022,Women,Marathon
151,2:05:33,Filex Kipchirchir Kiprotich,KEN,07 DEC 1988,1,Daegu (KOR),07 APR 2019,Men,Marathon
151,2:05:33,Mulugeta Asefa Uma,ETH,12 MAR 1998,1,Paris (FRA),07 APR 2024,Men,Marathon
153,2:21:35,Shuko Genemo,ETH,13 SEP 1995,2,Barcelona (ESP),10 MAR 2024,Women,Marathon
153,2:05:34,Ghirmay Ghebreslassie,ERI,14 NOV 1995,3,Sevilla (ESP),20 FEB 2022,Men,Marathon
154,2:05:35,Philimon Kiptoo Kipchumba,KEN,16 OCT 1998,1,Shanghai (CHN),26 NOV 2023,Men,Marathon
154,2:21:37,Visiline Jepkesho,KEN,30 DEC 1989,4,Paris (FRA),09 APR 2017,Women,Marathon
155,2:21:39,Georgina Rono,KEN,19 MAY 1980,2,Frankfurt (GER),28 OCT 2012,Women,Marathon
155,2:05:36,Cameron Levins,CAN,28 MAR 1989,5,Tokyo (JPN),05 MAR 2023,Men,Marathon
156,2:05:38,Khalid Khannouchi,USA,22 DEC 1971,1,London (GBR),14 APR 2002,Men,Marathon
156,2:05:38,Peter Kimeli Some,KEN,05 JUN 1990,1,Paris (FRA),07 APR 2013,Men,Marathon
156,2:05:38,Tadu Abate,ETH,11 SEP 1997,6,Tokyo (JPN),05 MAR 2023,Men,Marathon
156,2:21:40,Jackline Cherono,KEN,25 JUN 1998,4,Hamburg (GER),28 APR 2024,Women,Marathon
156,2:21:40,Tadelech Bekele,ETH,11 APR 1991,3,London (GBR),22 APR 2018,Women,Marathon
158,2:21:42,Amy Cragg,USA,21 JAN 1984,3,Tokyo (JPN),25 FEB 2018,Women,Marathon
158,2:21:42,Ai Hosoda,JPN,27 NOV 1995,9,London (GBR),02 OCT 2022,Women,Marathon
159,2:05:39,Alphonce Felix Simbu,TAN,14 FEB 1992,2,Shanghai (CHN),26 NOV 2023,Men,Marathon
160,2:05:41,Laban Kipngetich Korir,KEN,30 JUN 1985,8,Amsterdam (NED),16 OCT 2022,Men,Marathon
160,2:21:45,Masako Chiba,JPN,18 JUL 1976,2,Osaka (JPN),26 JAN 2003,Women,Marathon
160,2:05:41,Dadi Yami Gemeda,ETH,02 APR 1988,6,Dubai (UAE),27 JAN 2012,Men,Marathon
161,2:21:46,Susan Chepkemei,KEN,25 JUN 1975,3,London (GBR),23 APR 2006,Women,Marathon
162,2:05:42,Shami Abdullah Dawit,ETH,16 JUL 1984,7,Dubai (UAE),27 JAN 2012,Men,Marathon
162,2:05:42,Abdisa Tola,ETH,03 OCT 2000,1,Dubai (UAE),12 FEB 2023,Men,Marathon
162,2:05:42,Deressa Chimsa,ETH,21 NOV 1976,8,Dubai (UAE),27 JAN 2012,Men,Marathon
162,2:05:42,Dejene Megersa,ETH,24 JAN 2005,3,Dubai (UAE),07 JAN 2024,Men,Marathon
162,2:21:47,Melat Yisak Kejeta,GER,27 SEP 1992,4,Dubai (UAE),07 JAN 2024,Women,Marathon
162,2:05:42,Josphat Boit,KEN,25 NOV 1995,13,Berlin (GER),24 SEP 2023,Men,Marathon
162,2:05:42,Solomon Kirwa Yego,KEN,10 MAY 1987,3,Shanghai (CHN),26 NOV 2023,Men,Marathon
163,2:21:51,Amane Gobena,ETH,11 SEP 1986,2,Tokyo (JPN),28 FEB 2016,Women,Marathon
163,2:21:51,Naoko Sakamoto,JPN,14 NOV 1980,3,Osaka (JPN),26 JAN 2003,Women,Marathon
165,2:21:52,Tigist Tufa,ETH,26 JAN 1987,1,Shanghai (CHN),02 NOV 2014,Women,Marathon
166,2:21:53,Belaynesh Oljira,ETH,26 JUN 1990,4,Frankfurt (GER),28 OCT 2018,Women,Marathon
166,2:21:53,Amid Fozya Jemal,ETH,11 SEP 1998,5,Dubai (UAE),07 JAN 2024,Women,Marathon
168,2:05:43,Mehdi Frère,FRA,27 JUL 1996,9,Valencia (ESP),03 DEC 2023,Men,Marathon
168,2:21:54,Aberu Ayana,ETH,11 SEP 1993,2,Sevilla (ESP),19 FEB 2023,Women,Marathon
169,2:21:55,Rika Kaseda,JPN,02 MAR 1999,7,Berlin (GER),25 SEP 2022,Women,Marathon
169,2:05:46,Dejene Debela,ETH,09 JAN 1995,2,"Chicago, IL (USA)",13 OCT 2019,Men,Marathon
170,2:05:47,Enock Onchari,KEN,16 JAN 1999,6,Sevilla (ESP),19 FEB 2023,Men,Marathon
170,2:05:47,Eric Kiprono Kiptanui,KEN,19 APR 1990,1,Siena (ITA),11 APR 2021,Men,Marathon
170,2:21:56,Mulu Seboka,ETH,25 SEP 1984,6,Dubai (UAE),23 JAN 2015,Women,Marathon
171,2:21:59,Mamitu Daska,ETH,16 OCT 1983,1,Frankfurt (GER),30 OCT 2011,Women,Marathon
172,2:05:48,Sondre Nordstad Moen,NOR,12 JAN 1991,1,Fukuoka (JPN),03 DEC 2017,Men,Marathon
172,2:05:48,Jafred Chirchir Kipchumba,KEN,08 AUG 1983,1,Eindhoven (NED),09 OCT 2011,Men,Marathon
172,2:05:48,Tariku Novales,ESP,08 MAR 1998,11,Valencia (ESP),03 DEC 2023,Men,Marathon
172,2:22:03,Atsede Bayisa,ETH,16 APR 1987,1,"Chicago, IL (USA)",07 OCT 2012,Women,Marathon
173,2:22:06,Diana Chemtai Kipyokei,KEN,05 MAY 1994,1,Istanbul (TUR),08 NOV 2020,Women,Marathon
174,2:22:07,Sharon Chelimo,KEN,27 JUL 1994,3,Frankfurt (GER),29 OCT 2023,Women,Marathon
175,2:22:08,Stellah Jepngetich Barsosio,KEN,12 MAR 1993,1,Rotterdam (NED),24 OCT 2021,Women,Marathon
175,2:05:49,Girmay Birhanu Gebru,ETH,27 JAN 1987,3,Dubai (UAE),24 JAN 2014,Men,Marathon
175,2:05:49,Mark Korir,KEN,06 AUG 1988,1,Paris (FRA),12 APR 2015,Men,Marathon
175,2:05:49,William Kipsang,KEN,26 JUN 1977,1,Rotterdam (NED),13 APR 2008,Men,Marathon
176,2:22:09,Ejegayehu Dibaba,ETH,21 MAR 1982,1,"Chicago, IL (USA)",09 OCT 2011,Women,Marathon
177,2:22:10,Tsige Haileslase,ETH,21 SEP 2000,4,Hamburg (GER),23 APR 2023,Women,Marathon
177,2:22:10,Fiona O'Keeffe,USA,24 MAY 1998,1,"Orlando, FL (USA)",03 FEB 2024,Women,Marathon
178,2:05:50,Abera Kuma,ETH,31 AUG 1990,2,Rotterdam (NED),08 APR 2018,Men,Marathon
178,2:05:50,Evans Rutto,KEN,08 APR 1978,1,"Chicago, IL (USA)",12 OCT 2003,Men,Marathon
179,2:22:11,Evaline Chirchir,KEN,02 FEB 1998,3,Daegu (KOR),07 APR 2024,Women,Marathon
180,2:05:51,Gideon Kipkemoi Kipketer,KEN,10 NOV 1992,2,Tokyo (JPN),26 FEB 2017,Men,Marathon
180,2:22:12,Nancy Jepkosgei Kiprop,KEN,07 JUL 1979,1,Wien (AUT),07 APR 2019,Women,Marathon
180,2:05:51,Ichitaka Yamashita,JPN,29 JUL 1997,7,Tokyo (JPN),05 MAR 2023,Men,Marathon
180,2:22:12,Eri Yamaguchi,JPN,14 JAN 1973,1,Tokyo (JPN),21 NOV 1999,Women,Marathon
180,2:05:51,Derseh Kindie,ETH,04 FEB 1999,12,Valencia (ESP),03 DEC 2023,Men,Marathon
180,2:05:51,Oqbe Kibrom Ruesom,ERI,01 JAN 1998,4,Barcelona (ESP),19 MAR 2023,Men,Marathon
182,2:22:13,Chimdesa Kumsa,ETH,1995,4,Sevilla (ESP),20 FEB 2022,Women,Marathon
182,2:22:13,Sayaka Sato,JPN,27 MAY 1994,9,Berlin (GER),25 SEP 2022,Women,Marathon
184,2:05:52,Adugna Takele,ETH,26 FEB 1989,4,Sevilla (ESP),20 FEB 2022,Men,Marathon
184,2:05:52,Girmaw Amare,ISR,26 OCT 1987,13,Valencia (ESP),03 DEC 2023,Men,Marathon
184,2:22:16,Magdalyne Masai,KEN,21 NOV 1993,1,Toronto (CAN),20 OCT 2019,Women,Marathon
184,2:05:52,Stephen Chebogut,KEN,09 JAN 1985,1,Eindhoven (NED),11 OCT 2015,Men,Marathon
185,2:22:17,Kayoko Fukushi,JPN,25 MAR 1982,1,Osaka (JPN),31 JAN 2016,Women,Marathon
185,2:22:17,Calli Thackery,GBR,09 JAN 1993,1,"Valley Cottage, NY (USA)",14 OCT 2023,Women,Marathon
185,2:22:17,Charlotte Purdue,GBR,10 JUN 1991,9,Berlin (GER),24 SEP 2023,Women,Marathon
187,2:05:53,Bedan Karoki,KEN,21 AUG 1990,4,"Chicago, IL (USA)",13 OCT 2019,Men,Marathon
187,2:05:53,Yihunilign Adane,ETH,29 FEB 1996,1,Barcelona (ESP),08 MAY 2022,Men,Marathon
187,2:05:53,Kenneth Keter,KEN,04 AUG 1996,4,Shanghai (CHN),26 NOV 2023,Men,Marathon
187,2:05:53,Nicolas Navarro,FRA,12 MAR 1991,14,Valencia (ESP),03 DEC 2023,Men,Marathon
188,2:22:19,Sintayehu Tilahun,ETH,1999,2,Milano (ITA),03 APR 2022,Women,Marathon
189,2:22:21,Atalel Anmut,ETH,15 DEC 1999,3,Milano (ITA),03 APR 2022,Women,Marathon
190,2:22:22,Lornah Kiplagat,KEN,01 MAY 1974,4,Osaka (JPN),26 JAN 2003,Women,Marathon
190,2:22:22,Sandrafelis Chebet Tuei,KEN,20 JAN 1998,4,Shanghai (CHN),26 NOV 2023,Women,Marathon
191,2:05:56,Kelkile Gezahegn,ETH,01 OCT 1996,3,Rotterdam (NED),08 APR 2018,Men,Marathon
192,2:05:57,Abdi Fufa,ETH,27 SEP 1995,2,Siena (ITA),11 APR 2021,Men,Marathon
192,2:22:23,Anchialem Haymanot,ETH,09 MAY 2001,6,Amsterdam (NED),15 OCT 2023,Women,Marathon
192,2:05:57,Justus Kangogo,KEN,10 OCT 1995,15,Berlin (GER),24 SEP 2023,Men,Marathon
192,2:22:23,Catherina Mckiernan,IRL,30 NOV 1969,1,Amsterdam (NED),01 NOV 1998,Women,Marathon
194,2:22:27,Jess Piasecki,GBR,18 APR 1990,5,Sevilla (ESP),20 FEB 2022,Women,Marathon
194,2:05:58,Deribe Robi,ETH,26 SEP 1990,2,Eindhoven (NED),11 OCT 2015,Men,Marathon
194,2:05:58,Gebru Redahgne,ETH,23 MAR 2000,2,Barcelona (ESP),08 MAY 2022,Men,Marathon
195,2:22:28,Beatrice Cheptoo,KEN,01 JUN 1993,3,Doha (QAT),20 JAN 2023,Women,Marathon
195,2:22:28,Sharon Jemutai Cherop,KEN,16 MAR 1984,2,Berlin (GER),29 SEP 2013,Women,Marathon
195,2:22:28,Kidsan Alema,ETH,29 JUL 1995,6,Sevilla (ESP),20 FEB 2022,Women,Marathon
196,2:05:59,Kenya Sonota,JPN,10 MAY 1993,8,Tokyo (JPN),05 MAR 2023,Men,Marathon
197,2:06:00,Mark Kosgei Kiptoo,KEN,21 JUN 1976,3,Eindhoven (NED),11 OCT 2015,Men,Marathon
197,2:06:00,Thomas Kiplagat,KEN,01 MAR 1987,1,Seoul (KOR),17 MAR 2019,Men,Marathon
198,2:22:29,Mao Uesugi,JPN,16 AUG 1995,2,Osaka (JPN),30 JAN 2022,Women,Marathon
199,2:22:34,Caroline Cheptanui Kilel,KEN,21 MAR 1981,1,Frankfurt (GER),27 OCT 2013,Women,Marathon
199,2:06:02,Samuel Ndungu,KEN,04 APR 1988,2,Lisboa (POR),20 OCT 2019,Men,Marathon
199,2:06:02,Alemu Bekele,BRN,23 MAR 1990,2,Seoul (KOR),03 NOV 2019,Men,Marathon
200,2:22:35,Margaret Okayo,KEN,30 MAY 1976,1,London (GBR),18 APR 2004,Women,Marathon
200,2:22:35,Marta Megra,ETH,30 DEC 1990,2,Toronto (CAN),21 OCT 2018,Women,Marathon
200,2:22:35,Marion Kibor,KEN,27 SEP 1994,5,Hamburg (GER),23 APR 2023,Women,Marathon
201,2:06:03,Felix Kipchirchir Kandie,KEN,10 APR 1987,2,Seoul (KOR),19 MAR 2017,Men,Marathon
201,2:06:03,Samuel Kiplimo Kosgei,KEN,20 JAN 1986,1,Barcelona (ESP),07 NOV 2021,Men,Marathon
203,2:06:04,Haimro Alame,ISR,08 JUN 1990,15,Valencia (ESP),03 DEC 2023,Men,Marathon
203,2:06:04,Fentahun Hunegnaw,ETH,04 JAN 1996,5,Amsterdam (NED),20 OCT 2019,Men,Marathon
203,2:22:36,Sentayehu Lewetegn,ETH,09 MAY 1996,2,Ljubljana (SLO),23 OCT 2022,Women,Marathon
203,2:22:36,Benita Willis-Johnson,AUS,06 MAY 1979,3,"Chicago, IL (USA)",22 OCT 2006,Women,Marathon
205,2:06:05,Ronaldo Da Costa,BRA,07 JUN 1970,1,Berlin (GER),20 SEP 1998,Men,Marathon
205,2:22:38,Yingying Zhang,CHN,04 JAN 1990,1,Xiamen (CHN),05 JAN 2008,Women,Marathon
205,2:06:05,Mariko Kipchumba Kiplagat,KEN,04 JUL 1974,1,Reims (FRA),21 OCT 2012,Men,Marathon
206,2:22:41,Jiali Wang,CHN,01 FEB 1986,1,Chongqing (CHN),18 MAR 2012,Women,Marathon
206,2:22:41,Afera Godfay,ETH,25 SEP 1991,1,Dongying (CHN),20 APR 2019,Women,Marathon
207,2:06:06,Yemaneberhan Crippa,ITA,15 OCT 1996,4,Sevilla (ESP),18 FEB 2024,Men,Marathon
208,2:06:07,Eric Ndiema,KEN,28 DEC 1992,3,Amsterdam (NED),16 OCT 2011,Men,Marathon
208,2:06:07,Philip Sanga Kimutai,KEN,10 SEP 1983,4,Frankfurt (GER),30 OCT 2011,Men,Marathon
208,2:06:07,Ezekiel Chebii,KEN,03 JAN 1991,5,Amsterdam (NED),16 OCT 2016,Men,Marathon
208,2:06:07,Galen Rupp,USA,08 MAY 1986,1,Praha (CZE),06 MAY 2018,Men,Marathon
208,2:22:43,Koren Jelila Yal,ETH,18 JAN 1987,1,Toronto (CAN),16 OCT 2011,Women,Marathon
208,2:22:43,Pamela Rotich,KEN,25 DEC 1984,2,Daegu (KOR),03 APR 2022,Women,Marathon
210,2:22:44,Violah Cheptoo,KEN,01 MAR 1989,2,"New York, NY (USA)",07 NOV 2021,Women,Marathon
211,2:22:45,Shyline Jepkorir Toroitich,KEN,20 OCT 1994,1,Enschede (NED),16 APR 2023,Women,Marathon
211,2:22:45,Waganesh Mekasha,ETH,16 JAN 1992,4,Dubai (UAE),25 JAN 2019,Women,Marathon
212,2:06:08,Mike Kiptum Boit,KEN,14 SEP 1992,4,Barcelona (ESP),08 MAY 2022,Men,Marathon
212,2:06:08,Gebretsadik Abraha,ETH,16 JUL 1992,4,Dubai (UAE),12 FEB 2023,Men,Marathon
212,2:06:08,Jemal Mekonen,ETH,11 SEP 1996,1,Seoul (KOR),17 MAR 2024,Men,Marathon
213,2:22:46,Reiko Tosa,JPN,11 JUN 1976,4,London (GBR),14 APR 2002,Women,Marathon
213,2:22:46,Purity Changwony,KEN,1990,2,Siena (ITA),11 APR 2021,Women,Marathon
215,2:22:47,Rebecca Cheptegei,UGA,22 FEB 1991,4,Abu Dhabi (UAE),17 DEC 2022,Women,Marathon
215,2:06:09,Rhonzas Lokitam Kilimo,KEN,05 SEP 1996,2,Seoul (KOR),17 MAR 2024,Men,Marathon
215,2:22:47,Pascalia Jepkogei,KEN,19 NOV 2001,1,Eindhoven (NED),09 OCT 2022,Women,Marathon
216,2:06:10,Paul Lonyangata,KEN,12 DEC 1992,1,Paris (FRA),09 APR 2017,Men,Marathon
216,2:06:10,Edwin Kiptoo,KEN,14 AUG 1993,3,Seoul (KOR),17 MAR 2024,Men,Marathon
217,2:22:48,Sairi Maeda,JPN,07 NOV 1991,2,Nagoya (JPN),08 MAR 2015,Women,Marathon
218,2:06:11,Chala Regasa,ETH,30 APR 1997,5,Rotterdam (NED),16 APR 2023,Men,Marathon
218,2:22:51,Nienke Brinkman,NED,28 OCT 1993,2,Rotterdam (NED),10 APR 2022,Women,Marathon
218,2:06:11,Yuta Shitara,JPN,18 DEC 1991,2,Tokyo (JPN),25 FEB 2018,Men,Marathon
218,2:06:11,Tafese Delelegn,ETH,11 SEP 1989,5,Sevilla (ESP),18 FEB 2024,Men,Marathon
218,2:06:11,Franklin Chepkwony,KEN,15 JUN 1984,2,Eindhoven (NED),14 OCT 2012,Men,Marathon
218,2:06:11,Cyrus Mutai,KEN,08 JAN 1993,2,Eindhoven (NED),08 OCT 2023,Men,Marathon
219,2:22:52,Fantu Jimma,ETH,11 SEP 1987,2,Paris (FRA),03 APR 2022,Women,Marathon
219,2:22:52,Bere Ayalew,ETH,12 SEP 1999,2,Eindhoven (NED),09 OCT 2022,Women,Marathon
219,2:22:52,Meseret Dinke,ETH,22 SEP 1996,5,Abu Dhabi (UAE),17 DEC 2022,Women,Marathon
222,2:22:54,Bekelech Gudeta,ETH,11 OCT 1997,1,Xiamen (CHN),07 JAN 2024,Women,Marathon
222,2:22:54,Lidia Şimon,ROU,04 SEP 1973,1,Osaka (JPN),30 JAN 2000,Women,Marathon
223,2:06:12,Ashenafi Moges,ETH,15 NOV 1994,6,Valencia (ESP),01 DEC 2019,Men,Marathon
224,2:22:56,Jeļena Prokopčuka,LAT,21 SEP 1976,1,Osaka (JPN),30 JAN 2005,Women,Marathon
224,2:06:13,Felix Kirwa,KEN,08 OCT 1995,2,Eindhoven (NED),08 OCT 2017,Men,Marathon
224,2:06:13,Festus Talam,KEN,20 OCT 1994,1,Eindhoven (NED),08 OCT 2017,Men,Marathon
224,2:06:13,John Nzau Mwangangi,KEN,11 JAN 1990,1,Valencia (ESP),15 NOV 2015,Men,Marathon
224,2:06:13,Wesley Korir,KEN,15 NOV 1982,5,"Chicago, IL (USA)",07 OCT 2012,Men,Marathon
224,2:22:56,Harumi Hiroyama-Suzuki,JPN,02 SEP 1968,2,Osaka (JPN),30 JAN 2000,Women,Marathon
226,2:22:59,Madaí Pérez,MEX,02 FEB 1980,4,"Chicago, IL (USA)",22 OCT 2006,Women,Marathon
227,2:23:00,Filomena Chepchirchir,KEN,01 DEC 1981,2,Frankfurt (GER),27 OCT 2013,Women,Marathon
227,2:23:00,Janet Ruguru,KEN,20 MAY 1993,2,Beijing (CHN),29 OCT 2023,Women,Marathon
228,2:06:14,Bethwel Yegon,KEN,05 JAN 1993,2,Berlin (GER),26 SEP 2021,Men,Marathon
228,2:06:14,Gilbert Kipruto Kirwa,KEN,20 DEC 1985,1,Frankfurt (GER),25 OCT 2009,Men,Marathon
228,2:06:14,Felix Limo,KEN,22 AUG 1980,1,Rotterdam (NED),04 APR 2004,Men,Marathon
229,2:23:01,Sheila Jerotich,KEN,06 JUN 1989,3,Wien (AUT),24 APR 2022,Women,Marathon
230,2:23:02,Valentine Kipketer,KEN,05 JAN 1993,1,Amsterdam (NED),20 OCT 2013,Women,Marathon
230,2:23:02,Betty Chepkwony,KEN,26 APR 1995,1,Roma (ITA),19 MAR 2023,Women,Marathon
231,2:06:15,Olika Adugna,ETH,12 SEP 1999,1,Dubai (UAE),24 JAN 2020,Men,Marathon
231,2:06:15,Titus Munji,KEN,20 DEC 1979,3,Berlin (GER),28 SEP 2003,Men,Marathon
232,2:23:04,Beyenu Degefa,ETH,12 JUL 1999,3,Valencia (ESP),05 DEC 2021,Women,Marathon
233,2:06:16,Daniel Njenga,KEN,07 MAY 1976,2,"Chicago, IL (USA)",13 OCT 2002,Men,Marathon
233,2:06:16,Moses Tanui,KEN,20 AUG 1965,2,"Chicago, IL (USA)",24 OCT 1999,Men,Marathon
